,Unnamed: 0,Unnamed: 1,location,count,mean,lnglat,logcount,absmean
243,243,243,江苏镇江,55,0.01818181818181818,"119.42400006974596,32.188599826899654",32.05866548185977,0.003305785123966942
244,244,244,江西,28,0.25,"115.90899950639518,28.675400727003304",26.65763608140163,0.625
245,245,245,江西上饶,34,-0.029411764705882363,"117.94299970787402,28.45440058113288",28.21088419692929,0.008650519031141874
246,246,246,江西九江,25,0.2,"116.00099994636362,29.70549935152467",25.751006598945605,0.4000000000000001
247,247,247,江西南昌,236,-0.03813559322033898,"115.85800032844008,28.68380026666442",43.710654440204884,0.014543234702671642
248,248,248,江西吉安,52,0.1346153846153846,"114.99400004313809,27.113800221820224",31.609949748651424,0.18121301775147927
249,249,249,江西宜春,32,0.0625,"114.41700002417508,27.81520019661063",27.72588722239781,0.0390625
250,250,250,江西抚州,26,0.2307692307692308,"116.35800030577485,27.949099426497433",26.064772304171857,0.5325443786982251
251,251,251,江西新余,24,-0.125,"114.91700017853248,27.817799510061647",25.42443064278357,0.15625
252,252,252,江西景德镇,18,0.0,"117.17800028683175,29.2686002613824",23.122974063169323,0.0
253,253,253,江西萍乡,31,0.2903225806451613,"115.90899950639518,28.675400727003304",27.47189763588117,0.8428720083246619
254,254,254,江西赣州,56,0.21428571428571427,"114.9340000017254,25.829099974477227",32.2028135258812,0.4591836734693877
255,255,255,江西鹰潭,2,0.0,"117.06899982347753,28.2600993065851",5.545177444479562,0.0
256,256,256,沙特阿拉伯,2,1.0,"0,0",5.545177444479562,10.0
257,257,257,河北,90,0.08888888888888889,"117.19700051100189,39.14769879659963",35.99847736264211,0.07901234567901234
258,258,258,河北保定,131,-0.15267175572519084,"115.46500010373302,38.87389945728855",39.00157858560921,0.23308664996212344
259,259,259,河北唐山,81,0.061728395061728385,"118.17999974577005,39.63040075036429",35.15559323737951,0.038103947568968136
260,260,260,河北廊坊,135,-0.04444444444444445,"116.68399938622476,39.5376011222547",39.24219822750744,0.019753086419753096
261,261,261,河北张家口,53,0.1320754716981132,"114.88599968604562,40.76750082245494",31.762335308416976,0.17443930224279103
262,262,262,河北承德,25,0.12,"117.96300014913446,40.95149966020222",25.751006598945605,0.144
263,263,263,河北沧州,45,0.06666666666666668,"116.83900043832229,38.30439885490131",30.45329991816256,0.04444444444444446
264,264,264,河北石家庄,281,0.08896797153024913,"114.51499988726648,38.04240063557639",45.10683735466996,0.0791529995820722
265,265,265,河北秦皇岛,101,-0.3564356435643564,"119.6020001965223,39.93589956566576",36.92096413473008,1.2704636800313693
266,266,266,河北衡水,55,0.16363636363636366,"115.6689999805396,37.738901053451144",32.05866548185977,0.2677685950413224
267,267,267,河北邢台,51,0.2549019607843137,"114.50500016813983,37.07059927364799",31.45460506179461,0.649750096116878
268,268,268,河北邯郸,57,0.3859649122807017,"114.53899999962204,36.62560008548382",32.344410142676395,1.4896891351184973
269,269,269,河南,100,-0.02,"101.61599996897215,34.73430040113638",36.841361487904734,0.004
270,270,270,河南三门峡,25,-0.04,"111.20000016943573,34.772499471448334",25.751006598945605,0.016
271,271,271,河南信阳,39,0.02564102564102564,"114.09099989707742,32.14700035195178",29.30849316903717,0.006574621959237343
272,272,272,河南南阳,65,-0.2461538461538461,"112.5280000776409,32.99060013747046",33.395098159165094,0.6059171597633134
273,273,273,河南周口,30,0.2,"114.69699984343707,33.62570036580123",27.209579053297247,0.4000000000000001
274,274,274,河南商丘,32,0.3125,"115.65599968868916,34.414100889133884",27.72588722239781,0.9765625
275,275,275,河南安阳,31,0.16129032258064516,"114.39300002451978,36.09999989831464",27.47189763588117,0.2601456815816857
276,276,276,河南平顶山,81,-0.19753086419753085,"113.19299977811123,33.766100557779374",35.15559323737951,0.39018442310623375
277,277,277,河南开封,137,-0.007299270072992701,"114.30800053188925,34.79719935370405",39.359847406625,0.0005327934359848688
278,278,278,河南新乡,61,0.4098360655737705,"101.61599996897215,34.73430040113638",32.88699091338649,1.6796560064498791
279,279,279,河南洛阳,70,0.21428571428571427,"112.45300054069058,34.617999194929006",33.987961936394875,0.4591836734693877
280,280,280,河南济源,12,0.3333333333333333,"112.601999665911,35.06710106836037",19.879253198304006,1.1111111111111112
281,281,281,河南漯河,58,-0.2413793103448276,"114.01700019279384,33.581498967903194",32.48354408437135,0.582639714625446
282,282,282,河南濮阳,39,0.2307692307692308,"115.02900053714653,35.76189920560248",29.30849316903717,0.5325443786982251
283,283,283,河南焦作,38,0.10526315789473684,"113.24200012830079,35.21509910725165",29.100689277811085,0.11080332409972297
284,284,284,河南许昌,32,0.15625,"113.85199993212935,34.035400485575536",27.72588722239781,0.244140625
285,285,285,河南郑州,314,-0.07006369426751592,"113.62499986751769,34.747201058278286",45.995143887266025,0.04908921254411944
286,286,286,河南驻马店,25,0.52,"114.0220000380597,33.0116995759941",25.751006598945605,2.704
287,287,287,河南鹤壁,9,0.1111111111111111,"114.29700014704673,35.74670025080465",17.577796618689757,0.12345679012345678
288,288,288,法国,9,-0.3333333333333333,"120.04343689984915,31.871142870705135",17.577796618689757,1.1111111111111112
289,289,289,泰国,4,-0.25,"113.24260813037574,23.133963189501767",11.090354888959125,0.625
290,290,290,浙江,202,0.09405940594059406,"120.15299985859606,30.265600645056406",42.46614157920964,0.08847171845897461
291,291,291,浙江丽水,23,-0.3043478260869565,"120.15299985859606,30.265600645056406",25.0839537274332,0.9262759924385632
292,292,292,浙江台州,182,-0.2087912087912088,"121.42099972966197,28.656001064300852",41.63205349661436,0.4359376886849415
293,293,293,浙江嘉兴,130,0.030769230769230767,"120.7569998235885,30.74510080968774",38.94027560364466,0.009467455621301774
294,294,294,浙江宁波,192,-0.203125,"121.62200024473455,29.86039989151771",42.059962976222245,0.41259765625
295,295,295,浙江杭州,546,-0.19047619047619047,"120.2090000813704,30.24709986422286",50.42095180595924,0.3628117913832199
296,296,296,浙江温州,79,-0.2531645569620253,"120.6999999985694,27.99490037456015",34.95558281973617,0.6409229290177854
297,297,297,浙江湖州,70,-0.2,"120.08800002622725,30.892999489142966",33.987961936394875,0.4000000000000001
298,298,298,浙江绍兴,136,-0.1176470588235294,"120.15299985859606,30.265600645056406",39.301239085888426,0.13840830449826985
299,299,299,浙江舟山,19,-0.15789473684210525,"122.20700004171552,29.985200662873357",23.55551183333152,0.2493074792243767
300,300,300,浙江衢州,44,-0.06818181818181818,"118.85999971929995,28.969899912996766",30.27351707134609,0.046487603305785115
301,301,301,浙江金华,102,-0.27450980392156865,"119.64700025623377,29.078299609230957",36.99978250627417,0.7535563244905807
302,302,302,海南,8,-0.25,"106.89199984015248,39.44080061958611",16.635532333438686,0.625
303,303,303,海南万宁,5,-0.6,"110.3930002074589,18.79380047583709",12.875503299472802,3.5999999999999996
304,304,304,海南三亚,30,-0.1,"109.51200029423372,18.25299947476423",27.209579053297247,0.10000000000000002
305,305,305,海南东方,1,-1.0,"106.89199984015248,39.44080061958611",0.0,10.0
306,306,306,海南乐东黎族自治县,4,0.0,"109.1739999959132,18.749799879039625",11.090354888959125,0.0
307,307,307,海南五指山,4,0.25,"109.51699985870384,18.775199449455833",11.090354888959125,0.625
308,308,308,海南保亭黎族苗族自治县,2,1.0,"109.69700016266816,18.640699785628417",5.545177444479562,10.0
309,309,309,海南儋州,3,-0.3333333333333333,"109.5810001552321,19.5209993242986",8.788898309344878,1.1111111111111112
310,310,310,海南屯昌县,3,0.3333333333333333,"110.10199996598946,19.35169982530583",8.788898309344878,1.1111111111111112
311,311,311,海南海口,70,-0.3428571428571429,"110.31900011475544,20.038200448111752",33.987961936394875,1.175510204081633
312,312,312,海南琼中黎族苗族自治县,2,0.5,"109.83799990738592,19.033300153737063",5.545177444479562,2.5
313,313,313,海南琼海,19,-0.15789473684210525,"106.89199984015248,39.44080061958611",23.55551183333152,0.2493074792243767
314,314,314,海南陵水黎族自治县,2,0.0,"110.03799993559214,18.50600009960098",5.545177444479562,0.0
315,315,315,湖北,34,-0.05882352941176471,"114.34199995370732,30.545400793186875",28.21088419692929,0.03460207612456748
316,316,316,湖北仙桃,22,0.3636363636363637,"113.45500021085407,30.362600489764695",24.728339626866532,1.3223140495867773
317,317,317,湖北十堰,55,-0.14545454545454545,"110.79800000488888,32.62920058683366",32.05866548185977,0.2115702479338843
318,318,318,湖北咸宁,21,0.047619047619047616,"114.32200002764368,29.84119963873858",24.356179501787388,0.022675736961451243
319,319,319,湖北天门,14,0.42857142857142855,"114.34199995370732,30.545400793186875",21.112458636922067,1.8367346938775508
320,320,320,湖北孝感,49,0.16326530612244894,"114.34199995370732,30.545400793186875",31.13456238488501,0.26655560183256966
321,321,321,湖北宜昌,72,-0.06944444444444445,"111.28599985193078,30.691700466182603",34.21332895212844,0.048225308641975315
322,322,322,湖北恩施土家族苗族自治州,18,-0.16666666666666666,"109.48799971128555,30.272200939162662",23.122974063169323,0.2777777777777778
323,323,323,湖北武汉,529,-0.27977315689981097,"114.30500043085044,30.592799572081773",50.1679074548664,0.7827301932168624
324,324,324,湖北潜江,14,0.6428571428571429,"112.8989999792559,30.402200427548596",21.112458636922067,4.132653061224491
325,325,325,湖北荆州,55,-0.14545454545454545,"112.18999955546812,30.352700648219077",32.05866548185977,0.2115702479338843
326,326,326,湖北荆门,29,0.13793103448275862,"114.34199995370732,30.545400793186875",26.938366639891797,0.19024970273483946
327,327,327,湖北襄阳,60,-0.1,"114.34199995370732,30.545400793186875",32.754756497776796,0.10000000000000002
328,328,328,湖北鄂州,20,0.6,"114.89499986502291,30.39090049796052",23.96585818843193,3.5999999999999996
329,329,329,湖北随州,12,0.0,"113.3829995762333,31.6903005852804",19.879253198304006,0.0
330,330,330,湖北黄冈,36,0.19444444444444445,"114.87200001364403,30.453399755007638",28.66815150764888,0.37808641975308643
331,331,331,湖北黄石,17,0.2352941176470588,"115.03900003417426,30.19939960298911",22.665706752449733,0.5536332179930794
332,332,332,湖南,78,-0.1153846153846154,"112.98300004510973,28.112599689548922",34.853670613516734,0.13313609467455628
333,333,333,湖南娄底,24,0.2083333333333333,"111.9950000209612,27.697300079133104",25.42443064278357,0.43402777777777757
334,334,334,湖南岳阳,32,0.0625,"113.12899992387902,29.35720017725295",27.72588722239781,0.0390625
335,335,335,湖南常德,32,0.15625,"111.69899962977583,29.031600722995613",27.72588722239781,0.244140625
336,336,336,湖南张家界,13,0.38461538461538464,"110.47900000871023,29.116999532136546",20.519594859692294,1.4792899408284024
337,337,337,湖南怀化,9,0.2222222222222222,"110.00200006282984,27.56929976078225",17.577796618689757,0.49382716049382713
338,338,338,湖南株洲,54,-0.1111111111111111,"113.13399979807228,27.82750047575812",31.9118723725142,0.12345679012345678
339,339,339,湖南永州,27,0.0,"111.61299998600936,26.41959943082612",26.366694928034633,0.0
340,340,340,湖南湘潭,38,0.07894736842105263,"112.94400009976434,27.829599374837134",29.100689277811085,0.06232686980609418
341,341,341,湖南湘西土家族苗族自治州,16,0.0,"109.73900027094233,28.31170011891081",22.18070977791825,0.0
342,342,342,湖南益阳,25,0.52,"112.35499998286909,28.553800282180244",25.751006598945605,2.704
343,343,343,湖南衡阳,41,0.3170731707317073,"112.5719999235193,26.89329934143655",29.708576533634467,1.0053539559785842
344,344,344,湖南邵阳,39,0.05128205128205128,"111.46799956964132,27.239000608152978",29.30849316903717,0.026298487836949373
345,345,345,湖南郴州,20,0.1,"113.01499984137354,25.77060064349159",23.96585818843193,0.10000000000000002
346,346,346,湖南长沙,258,-0.1744186046511628,"112.93900004821823,28.228699626769323",44.42367667937294,0.30421849648458626
347,347,347,澳大利亚,86,0.2325581395348837,"121.41223980542951,37.53728057541233",35.63477837002806,0.5408328826392643
348,348,348,澳门,5,0.2,"113.5510174811406,22.198136534529286",12.875503299472802,0.4000000000000001
349,349,349,玻利维亚,1,-1.0,"117.53292509583046,36.71078160662671",0.0,10.0
350,350,350,瑞典,2,1.0,"113.15618157397866,27.834046257304955",5.545177444479562,10.0
351,351,351,瑞士,5,0.0,"114.0265101263469,22.64417945844592",12.875503299472802,0.0
352,352,352,甘肃,17,0.29411764705882354,"103.82600021155382,36.059399594711756",22.665706752449733,0.8650519031141869
353,353,353,甘肃临夏回族自治州,3,0.3333333333333333,"103.21000045641445,35.601299049033315",8.788898309344878,1.1111111111111112
354,354,354,甘肃兰州,95,0.05263157894736842,"103.83399980680083,36.06130022042466",36.431015132804326,0.027700831024930744
355,355,355,甘肃天水,17,0.0,"103.82600021155382,36.059399594711756",22.665706752449733,0.0
356,356,356,甘肃定西,11,0.4545454545454545,"104.6259999338927,35.580600831495936",19.183162182386965,2.066115702479338
357,357,357,甘肃平凉,11,0.2727272727272727,"106.66499972331411,35.543000534188586",19.183162182386965,0.7438016528925618
358,358,358,甘肃庆阳,9,0.1111111111111111,"107.64300041132338,35.70889965605121",17.577796618689757,0.12345679012345678
359,359,359,甘肃张掖,9,0.4444444444444444,"103.82600021155382,36.059399594711756",17.577796618689757,1.9753086419753085
360,360,360,甘肃武威,20,0.25,"103.82600021155382,36.059399594711756",23.96585818843193,0.625
361,361,361,甘肃甘南藏族自治州,6,-0.5,"102.91100002340151,34.98339914074007",14.33407575382444,2.5
362,362,362,甘肃白银,7,0.2857142857142857,"104.14899996963814,36.53520075036154",15.567281192442506,0.8163265306122448
363,363,363,甘肃酒泉,6,0.8333333333333334,"103.82600021155382,36.059399594711756",14.33407575382444,6.9444444444444455
364,364,364,甘肃金昌,5,0.0,"103.82600021155382,36.059399594711756",12.875503299472802,0.0
365,365,365,甘肃陇南,10,0.4,"103.82600021155382,36.059399594711756",18.420680743952367,1.6000000000000003
366,366,366,福建,76,0.02631578947368421,"119.29600037744706,26.100099287534352",34.64586672229065,0.006925207756232686
367,367,367,福建三明,65,0.2153846153846154,"117.63900000405881,26.26390036378007",33.395098159165094,0.463905325443787
368,368,368,福建南平,25,-0.12,"118.17789974861934,26.641630480343288",25.751006598945605,0.144
369,369,369,福建厦门,117,-0.05982905982905984,"118.08999983075226,24.479099328043727",38.09739147838205,0.035795164000292215
370,370,370,福建宁德,27,0.07407407407407407,"119.29600037744706,26.100099287534352",26.366694928034633,0.05486968449931413
371,371,371,福建泉州,108,-0.037037037037037035,"118.67600005652437,24.87360027709936",37.45704981699376,0.013717421124828532
372,372,372,福建漳州,31,0.3548387096774194,"117.64699976793214,24.513200933125812",27.47189763588117,1.2591050988553594
373,373,373,福建福州,206,-0.0970873786407767,"119.29700014616921,26.07419959743139",42.62300935031665,0.09425959091337544
374,374,374,福建莆田,28,-0.2857142857142857,"119.29600037744706,26.100099287534352",26.65763608140163,0.8163265306122448
375,375,375,福建龙岩,26,0.19230769230769232,"117.01699991164733,25.07499921109612",26.064772304171857,0.3698224852071006
376,376,376,科威特,1,1.0,"107.2001723407381,22.83592581924519",0.0,10.0
377,377,377,罗马尼亚,2,0.5,"0,0",5.545177444479562,2.5
378,378,378,美国,17,-0.5882352941176471,"122.25502695076544,40.677446011641756",22.665706752449733,3.4602076124567476
379,379,379,美国乔治亚,15,0.4666666666666667,"122.25502695076544,40.677446011641756",21.664401608817677,2.177777777777778
380,380,380,美国亚拉巴马州,3,-0.3333333333333333,"122.25502695076544,40.677446011641756",8.788898309344878,1.1111111111111112
381,381,381,美国伊利诺伊州,3,-0.3333333333333333,"122.25502695076544,40.677446011641756",8.788898309344878,1.1111111111111112
382,382,382,美国佛罗里达州,1,1.0,"122.25502695076544,40.677446011641756",0.0,10.0
383,383,383,美国俄亥俄州,2,-1.0,"122.25502695076544,40.677446011641756",5.545177444479562,10.0
384,384,384,美国加利福尼亚州,90,-0.34444444444444444,"120.41017944299324,36.30518063495681",35.99847736264211,1.1864197530864198
385,385,385,美国北卡罗来纳州,2,-1.0,"122.25502695076544,40.677446011641756",5.545177444479562,10.0
386,386,386,美国华盛顿州,3,0.3333333333333333,"119.09200006814154,36.709460688824585",8.788898309344878,1.1111111111111112
387,387,387,美国南卡罗来纳州,2,-0.5,"122.25502695076544,40.677446011641756",5.545177444479562,2.5
388,388,388,美国南达科他州,2,-1.0,"122.25502695076544,40.677446011641756",5.545177444479562,10.0
389,389,389,美国印第安纳州,2,0.0,"116.29358366493783,40.067627373350206",5.545177444479562,0.0
390,390,390,美国宾夕法尼亚州,4,0.5,"122.25502695076544,40.677446011641756",11.090354888959125,2.5
391,391,391,美国密歇根州,6,-0.6666666666666666,"122.25502695076544,40.677446011641756",14.33407575382444,4.444444444444445
392,392,392,美国康乃狄克州,2,-0.5,"122.25502695076544,40.677446011641756",5.545177444479562,2.5
393,393,393,美国弗吉尼亚州,4,0.0,"122.25502695076544,40.677446011641756",11.090354888959125,0.0
394,394,394,美国德克萨斯州,5,0.2,"118.27079596500272,39.67364689870088",12.875503299472802,0.4000000000000001
395,395,395,美国新泽西州,16,-0.1875,"122.25502695076544,40.677446011641756",22.18070977791825,0.3515625
396,396,396,美国特拉华州,2,0.0,"122.25502695076544,40.677446011641756",5.545177444479562,0.0
397,397,397,美国纽约州,27,-0.3703703703703704,"122.25502695076544,40.677446011641756",26.366694928034633,1.3717421124828535
398,398,398,美国肯塔基州,1,-1.0,"113.69797456744436,23.27440203777129",0.0,10.0
399,399,399,老挝人民民主共和国,2,0.0,"100.61999983024319,36.282999833697716",5.545177444479562,0.0
400,400,400,肯尼亚,1,-1.0,"103.62530023518336,30.984199388147086",0.0,10.0
401,401,401,芬兰,1,0.0,"116.74553993535994,23.36157090324922",0.0,0.0
402,402,402,芬兰新地区,2,-1.0,"116.74553993535994,23.36157090324922",5.545177444479562,10.0
403,403,403,苏丹,1,1.0,"100.18870949429241,35.16299058860349",0.0,10.0
404,404,404,英国,1,1.0,"0,0",0.0,10.0
405,405,405,英国英格兰,8,0.0,"0,0",16.635532333438686,0.0
406,406,406,荷兰,1,-1.0,"121.15805035165323,28.79148942031305",0.0,10.0
407,407,407,菲律宾,2,1.0,"0,0",5.545177444479562,10.0
408,408,408,菲律宾中米沙鄢,1,-1.0,"0,0",0.0,10.0
409,409,409,西班牙,2,-0.5,"116.5315301330159,37.34463018104206",5.545177444479562,2.5
410,410,410,西藏,2,1.0,"91.11779990968398,29.64700057690845",5.545177444479562,10.0
411,411,411,西藏山南,3,1.0,"91.11779990968398,29.64700057690845",8.788898309344878,10.0
412,412,412,西藏拉萨,13,0.15384615384615385,"91.11779990968398,29.64700057690845",20.519594859692294,0.23668639053254442
413,413,413,西藏日喀则,1,1.0,"88.88720001270976,29.269699959610705",0.0,10.0
414,414,414,西藏昌都,5,0.6,"91.11779990968398,29.64700057690845",12.875503299472802,3.5999999999999996
415,415,415,西藏林芝,6,0.3333333333333333,"91.11779990968398,29.64700057690845",14.33407575382444,1.1111111111111112
416,416,416,西藏阿里地区,3,1.0,"80.10620025099823,32.501099808235466",8.788898309344878,10.0
417,417,417,贵州,31,0.12903225806451613,"106.70800008924412,26.59799959943655",27.47189763588117,0.16649323621227885
418,418,418,贵州六盘水,14,0.07142857142857142,"104.83099988649504,26.59309943491386",21.112458636922067,0.0510204081632653
419,419,419,贵州安顺,9,0.7777777777777778,"105.94799977215526,26.253000791559487",17.577796618689757,6.049382716049383
420,420,420,贵州毕节,16,0.5,"106.70800008924412,26.59799959943655",22.18070977791825,2.5
421,421,421,贵州贵阳,164,0.0,"106.63000043202153,26.647599395736297",40.7989314225936,0.0
422,422,422,贵州遵义,42,-0.09523809523809523,"106.70800008924412,26.59799959943655",29.90135694626695,0.09070294784580497
423,423,423,贵州铜仁,8,0.125,"109.16203321020619,27.669037190229226",16.635532333438686,0.15625
424,424,424,贵州黔东南苗族侗族自治州,16,0.1875,"107.98299999669088,26.58350073282618",22.18070977791825,0.3515625
425,425,425,贵州黔南布依族苗族自治州,22,-0.045454545454545456,"107.52199994296473,26.254299835925803",24.728339626866532,0.02066115702479339
426,426,426,贵州黔西南布依族苗族自治州,9,0.6666666666666666,"104.90599994353,25.08789990445454",17.577796618689757,4.444444444444445
427,427,427,越南,4,0.0,"0,0",11.090354888959125,0.0
428,428,428,越南胡志明市,1,0.0,"113.34327973373716,22.51411576653104",0.0,0.0
429,429,429,辽宁,65,0.0,"123.42900003873054,41.83579896278453",33.395098159165094,0.0
430,430,430,辽宁丹东,23,-0.08695652173913042,"124.35499965509861,40.00050091667516",25.0839537274332,0.07561436672967861
431,431,431,辽宁大连,177,-0.04519774011299435,"121.61499969637326,38.913300699660375",41.40919786059064,0.020428357113217787
432,432,432,辽宁抚顺,50,-0.26,"123.95799950795777,41.87960002977349",31.296184043425175,0.676
433,433,433,辽宁朝阳,15,0.4666666666666667,"120.45100001151839,41.57379988801588",21.664401608817677,2.177777777777778
434,434,434,辽宁本溪,25,0.12,"123.68600000787545,41.48699974999591",25.751006598945605,0.144
435,435,435,辽宁沈阳,229,-0.11353711790393012,"123.44949992760817,41.71493006600169",43.46977602843393,0.12890677141930929
436,436,436,辽宁盘锦,86,0.1511627906976744,"122.06676709196581,41.135191735044025",35.63477837002806,0.2285018929150892
437,437,437,辽宁营口,35,0.14285714285714285,"122.23500057091383,40.66739906037754",28.442784491915308,0.2040816326530612
438,438,438,辽宁葫芦岛,17,-0.1176470588235294,"120.83699996151398,40.7110003263196",22.665706752449733,0.13840830449826985
439,439,439,辽宁辽阳,28,0.03571428571428571,"123.23699956508983,41.267800234248",26.65763608140163,0.012755102040816325
440,440,440,辽宁铁岭,37,0.08108108108108109,"123.72600005480119,42.22359899753555",28.8873433011538,0.06574141709276846
441,441,441,辽宁锦州,30,0.0,"121.12599929949904,41.09520107922441",27.209579053297247,0.0
442,442,442,辽宁阜新,14,-0.42857142857142855,"121.66999959102849,42.02170070871689",21.112458636922067,1.8367346938775508
443,443,443,辽宁鞍山,43,-0.02325581395348837,"122.99500008158137,41.10870072452231",30.089600925548503,0.005408328826392643
444,444,444,重庆,542,-0.11070110701107012,"106.5520000720104,29.562700519072557",50.36212801151717,0.12254735093476399
445,445,445,重庆万州,4,0.5,"108.4089997936147,30.807900359953567",11.090354888959125,2.5
446,446,446,阿拉伯联合酋长国,1,1.0,"121.79996704756189,39.26638899220103",0.0,10.0
447,447,447,陕西,2,0.5,"108.95400011929169,34.26950065994274",5.545177444479562,2.5
448,448,448,陕西咸阳,34,0.2352941176470588,"108.70899951658456,34.32920063666311",28.21088419692929,0.5536332179930794
449,449,449,陕西商洛,12,-0.3333333333333333,"108.95400011929169,34.26950065994274",19.879253198304006,1.1111111111111112
450,450,450,陕西安康,10,-0.1,"109.02900006507707,32.68479925413705",18.420680743952367,0.10000000000000002
451,451,451,陕西宝鸡,31,-0.16129032258064516,"107.23800024803514,34.36309895328232",27.47189763588117,0.2601456815816857
452,452,452,陕西延安,8,0.625,"109.48999996529331,36.585400656232856",16.635532333438686,3.90625
453,453,453,陕西榆林,17,0.05882352941176471,"109.73500013729891,38.28520066860842",22.665706752449733,0.03460207612456748
454,454,454,陕西汉中,38,-0.13157894736842105,"107.02299994652516,33.06760111061081",29.100689277811085,0.17313019390581716
455,455,455,陕西渭南,37,0.08108108108108109,"109.50999993163839,34.49999916889697",28.8873433011538,0.06574141709276846
456,456,456,陕西西安,352,-0.1903409090909091,"108.9399997854826,34.34110052204467",46.909049404784774,0.36229661673553715
457,457,457,陕西铜川,3,0.3333333333333333,"108.9459996038455,34.896401028351434",8.788898309344878,1.1111111111111112
458,458,458,青海,14,0.21428571428571427,"101.78000011938492,36.62099932265199",21.112458636922067,0.4591836734693877
459,459,459,青海海北藏族自治州,2,0.5,"100.90099956218715,36.95450073156098",5.545177444479562,2.5
460,460,460,青海海南藏族自治州,4,1.0,"100.61999977408205,36.28639982119617",11.090354888959125,10.0
461,461,461,青海海西蒙古族藏族自治州,2,1.0,"97.36969944154554,37.37700067270552",5.545177444479562,10.0
462,462,462,青海玉树藏族自治州,1,1.0,"97.00659998477933,33.005200996639914",0.0,10.0
463,463,463,青海西宁,53,0.2641509433962264,"101.78000011938492,36.62099932265199",31.762335308416976,0.6977572089711641
464,464,464,青海黄南藏族自治州,2,1.0,"102.0160000701814,35.51959901508992",5.545177444479562,10.0
465,465,465,香港,109,0.07339449541284404,"114.1795767251766,22.287932266835234",37.53078305783315,0.053867519569059844
466,466,466,马来西亚,16,0.1875,"114.17612649860288,22.276486313365197",22.18070977791825,0.3515625
467,467,467,马来西亚吉打,2,0.0,"114.17612649860288,22.276486313365197",5.545177444479562,0.0
468,468,468,马里,1,1.0,"113.24127031995972,22.66453156239159",0.0,10.0
469,469,469,黑龙江,14,-0.35714285714285715,"126.66300030322863,45.742298464982774",21.112458636922067,1.2755102040816326
470,470,470,黑龙江七台河,13,0.2307692307692308,"131.0050001799133,45.770397946758",20.519594859692294,0.5325443786982251
471,471,471,黑龙江伊春,7,0.0,"126.66300030322863,45.742298464982774",15.567281192442506,0.0
472,472,472,黑龙江佳木斯,61,0.4754098360655738,"130.320999654568,46.799299533249126",32.88699091338649,2.2601451222789577
473,473,473,黑龙江双鸭山,15,0.06666666666666668,"131.15900000398997,46.64679977177538",21.664401608817677,0.04444444444444446
474,474,474,黑龙江哈尔滨,247,-0.19838056680161945,"126.534999646075,45.803199416442645",44.07510669302383,0.393548492845318
475,475,475,黑龙江大兴安岭地区,5,0.2,"124.1462726792786,50.41437245591563",12.875503299472802,0.4000000000000001
476,476,476,黑龙江大庆,66,-0.21212121212121213,"126.66300030322863,45.742298464982774",33.5172379362114,0.4499540863177227
477,477,477,黑龙江牡丹江,73,0.7808219178082192,"129.63299968322292,44.55030084639939",34.32367552918713,6.096828673297054
478,478,478,黑龙江绥化,21,-0.2380952380952381,"126.66300030322863,45.742298464982774",24.356179501787388,0.5668934240362813
479,479,479,黑龙江鸡西,16,0.3125,"130.96899922430694,45.29520142654559",22.18070977791825,0.9765625
480,480,480,黑龙江鹤岗,4,0.0,"130.29799966574706,47.34990185533531",11.090354888959125,0.0
481,481,481,黑龙江黑河,14,0.14285714285714285,"127.52899995820124,50.245299645054125",21.112458636922067,0.2040816326530612
482,482,482,黑龙江齐齐哈尔,54,0.6296296296296297,"126.66300030322863,45.742298464982774",31.9118723725142,3.964334705075446
